Description,Latitude,Location,Longitude,Price,Title,Url,Information
Boy Scout Camp Cards - Only $5. Valid beginning on 3/1/18. Please email if interested. Savings Include: Ingles $5 off a $50 purchase - PAYS FOR CARD! McDonald's FREE Sandwich and Fry w/ Sand. Purchase Bojangle's FREE Sandwich w/ Sand. Purchase Dick's $10 off a $50 purchase Ace Hardware $10 off a $75 purchase Sonic Buy one Sonic Cheeseburger get one FREE Arby's Buy one Roast Beef Sandwich get one FREE Dairy Queen Buy one Blizzard and get one FREE Which Wich FREE Sandwich w/ Sand. Purchase McDonald's FREE Coffee w/ Breakfast Sand. Purchase Papa John's Pizza Buy one Large 2 Top Pizza & get one FREE Diamond Brand 10% off purchase Frugal Backpacker 10% off purchase M & D Tire $27.95 Oil Change PLUS Tire Rotation 10% Off Purchase Zaxby's Waffle House Hickory Tavern Neo Burrito Wild Wok Joey's Bagels Beef O'Brady's Iannacci's Salsarita's ...and MORE GREAT DEALS!,35.561138,"Fletcher, NC",-82.645512,5.0,Boy Scout Camp Cards,https://asheville.craigslist.org/for/d/boy-scout-camp-cards/6504740033.html,Boy Scout Camp Cards. $5.0. Boy Scout Camp Cards - Only $5. Valid beginning on 3/1/18. Please email if interested. Savings Include: Ingles $5 off a $50 purchase - PAYS FOR CARD! McDonald's FREE Sandwich and Fry w/ Sand. Purchase Bojangle's FREE Sandwich w/ Sand. Purchase Dick's $10 off a $50 purchase Ace Hardware $10 off a $75 purchase Sonic Buy one Sonic Cheeseburger get one FREE Arby's Buy one Roast Beef Sandwich get one FREE Dairy Queen Buy one Blizzard and get one FREE Which Wich FREE Sandwich w/ Sand. Purchase McDonald's FREE Coffee w/ Breakfast Sand. Purchase Papa John's Pizza Buy one Large 2 Top Pizza & get one FREE Diamond Brand 10% off purchase Frugal Backpacker 10% off purchase M & D Tire $27.95 Oil Change PLUS Tire Rotation 10% Off Purchase Zaxby's Waffle House Hickory Tavern Neo Burrito Wild Wok Joey's Bagels Beef O'Brady's Iannacci's Salsarita's ...and MORE GREAT DEALS!
St. Louis Cardinals Vintage Shirt (Large) - brand new (never washed) - Purchased when franchise was still based in St. Louis. $20 - please email if interested.,35.561138,"Fletcher, NC",-82.645512,20.0,St. Louis Cardinals Vintage Shirt,https://asheville.craigslist.org/spo/d/st-louis-cardinals-vintage/6502572393.html,St. Louis Cardinals Vintage Shirt. $20.0. St. Louis Cardinals Vintage Shirt (Large) - brand new (never washed) - Purchased when franchise was still based in St. Louis. $20 - please email if interested.
"This are real good tires Like New that came off RAV 4 Aprox only 11,000 miles on them Came off 2017 Rav4 the other two had damage and they replace all four tires These two have no damage . Good deal for some one 90.00 are best offer No low balls please",35.6172,"Swannanoa, NC",-82.40700000000001,90.0,235/55R18 Two,https://asheville.craigslist.org/wto/d/235-55r18-two/6489503632.html,"235/55R18 Two. $90.0. This are real good tires Like New that came off RAV 4 Aprox only 11,000 miles on them Came off 2017 Rav4 the other two had damage and they replace all four tires These two have no damage . Good deal for some one 90.00 are best offer No low balls please"
"Philips surround sound system with 5 speakers - L & R front, L & R rear, center. Has a jack for subwoofer but I don't have the factory subwoofer. I have a Samsung sub that I will include if you want. Remote control included. DVD player not working - spins up but says ""no disc"". Radio works fine. Has 2 sets of inputs so you can connect an external DVD player if you want. Working HDMI output. $30 obo. 712-O327",35.559602000000005,"Candler, NC",-82.647529,30.0,Philips surround sound system - DVD player not working,https://asheville.craigslist.org/ele/d/philips-surround-sound-system/6484603028.html,"Philips surround sound system - DVD player not working. $30.0. Philips surround sound system with 5 speakers - L & R front, L & R rear, center. Has a jack for subwoofer but I don't have the factory subwoofer. I have a Samsung sub that I will include if you want. Remote control included. DVD player not working - spins up but says ""no disc"". Radio works fine. Has 2 sets of inputs so you can connect an external DVD player if you want. Working HDMI output. $30 obo. 712-O327"
"I have several crates of empty liquor and wine bottles - Crown Royal, Jameson, Maker's Mark, Patron, Grey Goose. etc. Good crafting or ebay money-making opportunity - Crown Royal bottles go for $3 and up on ebay and this lot includes a lot of them. Pick any 30 bottles for $20. 712-O327",35.56044,"Candler, NC",-82.64568299999999,20.0,Good eBay resale opportunity on hundreds of liquor bottles - 30 for,https://asheville.craigslist.org/bfs/d/good-ebay-resale-opportunity/6509405911.html,"Good eBay resale opportunity on hundreds of liquor bottles - 30 for. $20.0. I have several crates of empty liquor and wine bottles - Crown Royal, Jameson, Maker's Mark, Patron, Grey Goose. etc. Good crafting or ebay money-making opportunity - Crown Royal bottles go for $3 and up on ebay and this lot includes a lot of them. Pick any 30 bottles for $20. 712-O327"
Los Angeles Raiders Vintage Shirt (XL) - brand new (never washed) - Purchased when franchise was still based in Los Angeles. $20 - please email if interested.,35.56044,"Fletcher, NC",-82.64568299999999,20.0,Los Angeles Raiders Vintage Shirt,https://asheville.craigslist.org/spo/d/los-angeles-raiders-vintage/6502572601.html,Los Angeles Raiders Vintage Shirt. $20.0. Los Angeles Raiders Vintage Shirt (XL) - brand new (never washed) - Purchased when franchise was still based in Los Angeles. $20 - please email if interested.
LG Alltel Cell Phone with no charger - only $10. Please email if interested.,35.56044,"Fletcher, NC",-82.64568299999999,10.0,LG Alltel Cell Phone,https://asheville.craigslist.org/mob/d/lg-alltel-cell-phone/6495269059.html,LG Alltel Cell Phone. $10.0. LG Alltel Cell Phone with no charger - only $10. Please email if interested.
Jerry Garcia Band Shirt (Large) - brand new (never washed) - Purchased on the 1991 Tour. $80 - please email if interested.,35.56044,"Fletcher, NC",-82.64568299999999,80.0,Jerry Garcia Band Shirt,https://asheville.craigslist.org/tix/d/jerry-garcia-band-shirt/6502544460.html,Jerry Garcia Band Shirt. $80.0. Jerry Garcia Band Shirt (Large) - brand new (never washed) - Purchased on the 1991 Tour. $80 - please email if interested.
Motorola US Cellular Cell Phone with no charger - only $10. Please email if interested.,35.56044,"Fletcher, NC",-82.64568299999999,10.0,Motorola US Cellular Cell Phone,https://asheville.craigslist.org/mob/d/motorola-us-cellular-cell/6495269314.html,Motorola US Cellular Cell Phone. $10.0. Motorola US Cellular Cell Phone with no charger - only $10. Please email if interested.
Vigoro lawn starter fertilizer for new lawns. Creates a healthy root system for new grass or sod. Mix is 23-23-3. Each bag covers 15 thousand square feet and weighs 48 pounds. $ 24.00 each.,35.292733,"Hendersonville, NC",-82.489928,24.0,Starter fertilizer,https://asheville.craigslist.org/for/d/starter-fertilizer/6505828083.html,Starter fertilizer. $24.0. Vigoro lawn starter fertilizer for new lawns. Creates a healthy root system for new grass or sod. Mix is 23-23-3. Each bag covers 15 thousand square feet and weighs 48 pounds. $ 24.00 each.
History of Philosophy Book from 1929. Author is William Turner - Book in VG condition. Only $5 - Email if interested.,35.292733,"Fletcher, NC",-82.489928,5.0,History of Philosophy Book - 1929,https://asheville.craigslist.org/bks/d/history-of-philosophy-book/6495245020.html,History of Philosophy Book - 1929. $5.0. History of Philosophy Book from 1929. Author is William Turner - Book in VG condition. Only $5 - Email if interested.
"golf cart for sale. It's a 2012 electric 48volt and the batteries are not even a year old. It has a lift, big tires and wheels (brand new) and has the street package (turn signals,horn,seatbelts,mirrors) to make it legal to drive in town if allowed. Has the rear fold over seat and has the quick tune.",35.2409,"Cullowhee, NC",-83.1475,1500.0,Golf Cart Custom Like New,https://asheville.craigslist.org/spo/d/golf-cart-custom-like-new/6500713667.html,"Golf Cart Custom Like New. $1500.0. golf cart for sale. It's a 2012 electric 48volt and the batteries are not even a year old. It has a lift, big tires and wheels (brand new) and has the street package (turn signals,horn,seatbelts,mirrors) to make it legal to drive in town if allowed. Has the rear fold over seat and has the quick tune."
"This setup has an Intel Core i7-6700 - 16GB Memory - NVIDIA GeForce GTX 1060 - 2TB Hard Drive - Black/Blue I got this computer to run an HTC Vive VR System and it served its purpose beautifully! One of the four rubber stands on the bottom is missing, and two auxiliary keys on the keyboard are missing, but otherwise it's in excellent shape.",35.604378000000004,"Asheville, NC",-82.55001899999999,800.0,CyberPower PC - Gamer Xtreme VR Desktop - Intel i7-6700 - 16 GB Memory,https://asheville.craigslist.org/sys/d/cyberpower-pc-gamer-xtreme-vr/6513274336.html,"CyberPower PC - Gamer Xtreme VR Desktop - Intel i7-6700 - 16 GB Memory. $800.0. This setup has an Intel Core i7-6700 - 16GB Memory - NVIDIA GeForce GTX 1060 - 2TB Hard Drive - Black/Blue I got this computer to run an HTC Vive VR System and it served its purpose beautifully! One of the four rubber stands on the bottom is missing, and two auxiliary keys on the keyboard are missing, but otherwise it's in excellent shape."
Jerry Garcia Band Shirt 2 (Large) - brand new (never washed) - Purchased on the 1991 Tour. $80 - please email if interested.,35.604378000000004,"Fletcher, NC",-82.55001899999999,80.0,Jerry Garcia Band Shirt 2,https://asheville.craigslist.org/tix/d/jerry-garcia-band-shirt-2/6502548284.html,Jerry Garcia Band Shirt 2. $80.0. Jerry Garcia Band Shirt 2 (Large) - brand new (never washed) - Purchased on the 1991 Tour. $80 - please email if interested.
"Painting Miniature (Frame is 6"" X 7"") of a pastoral scene - only $15. Please email if interested.",35.604378000000004,"Fletcher, NC",-82.55001899999999,15.0,Painting Miniature,https://asheville.craigslist.org/atq/d/painting-miniature/6495245237.html,"Painting Miniature. $15.0. Painting Miniature (Frame is 6"" X 7"") of a pastoral scene - only $15. Please email if interested."
"Microsoft Natural Ergonomic Keyboard 4000 • Split ergonomic design encourages natural hand, wrist, and forearm positions • Cushioned palm rest provides support and promotes a neutral wrist position • Palm lift promotes a relaxed, natural angle for your wrist • Media keys for music and video control Only $15",35.604378000000004,"Fletcher, NC",-82.55001899999999,15.0,Microsoft Natural Ergonomic Keyboard 4000,https://asheville.craigslist.org/sys/d/microsoft-natural-ergonomic/6495242935.html,"Microsoft Natural Ergonomic Keyboard 4000. $15.0. Microsoft Natural Ergonomic Keyboard 4000 • Split ergonomic design encourages natural hand, wrist, and forearm positions • Cushioned palm rest provides support and promotes a neutral wrist position • Palm lift promotes a relaxed, natural angle for your wrist • Media keys for music and video control Only $15"
Vintage Porch Furniture Metal Glider and Matching Chair Good Condition Dark Green Located off Pisgah Drive vintage porch furniture farm garden metal glider chair,35.534252,"Canton, NC",-82.822151,300.0,Vintage Porch Furniture Metal Glider and Chair,https://asheville.craigslist.org/fuo/d/vintage-porch-furniture-metal/6513274606.html,Vintage Porch Furniture Metal Glider and Chair. $300.0. Vintage Porch Furniture Metal Glider and Matching Chair Good Condition Dark Green Located off Pisgah Drive vintage porch furniture farm garden metal glider chair
X Large heavy duty CROSBY Hook - Swivel Hook $25,35.534252,"Fletcher, NC",-82.822151,25.0,Price drop -- Swivel Hook,https://asheville.craigslist.org/tls/d/price-drop-swivel-hook/6480500695.html,Price drop -- Swivel Hook. $25.0. X Large heavy duty CROSBY Hook - Swivel Hook $25
3500 bushel grain bin in good condition has been storing corn. Grain bin was assembled in 2014. The roofs were sanded primed and painted. It had a new bottom ring and new Brock aeration fan when assembled. It had new vents and ladders in 2014 also. The floor and unloading auger is in good condition. I have another bin that is exactly the same that will be available when it's empty. Call Brandon at eight two eight seven one two 4223 if seriously interested.,35.6498,"Leicester, NC",-82.7106,4000.0,Grain Bin,https://asheville.craigslist.org/grd/d/grain-bin/6498201150.html,Grain Bin. $4000.0. 3500 bushel grain bin in good condition has been storing corn. Grain bin was assembled in 2014. The roofs were sanded primed and painted. It had a new bottom ring and new Brock aeration fan when assembled. It had new vents and ladders in 2014 also. The floor and unloading auger is in good condition. I have another bin that is exactly the same that will be available when it's empty. Call Brandon at eight two eight seven one two 4223 if seriously interested.
"We have a very good running 2002 Ford F150 for sale at pro ject cars in marion nc, it has a 4.6L 8 cyl. engine and automatic transmission with 163k miles , ac/heat, power windows and 4x4 works good, good tires, has salvage title, tailgate has dent...Click on ""Reply"" button to call or text for more information.",35.6819,"Marion, NC",-82.01799999999999,3100.0,'02 Ford F-150 4x4,https://asheville.craigslist.org/cto/d/02-ford-150-4x4/6513274795.html,"'02 Ford F-150 4x4. $3100.0. We have a very good running 2002 Ford F150 for sale at pro ject cars in marion nc, it has a 4.6L 8 cyl. engine and automatic transmission with 163k miles , ac/heat, power windows and 4x4 works good, good tires, has salvage title, tailgate has dent...Click on ""Reply"" button to call or text for more information."
Two Jerry Garcia Books - Captain Trips and Not Fade Away - Only $10. Email if Interested.,35.6819,"Fletcher, NC",-82.01799999999999,10.0,Jerry Garcia Books,https://asheville.craigslist.org/bks/d/jerry-garcia-books/6494796734.html,Jerry Garcia Books. $10.0. Two Jerry Garcia Books - Captain Trips and Not Fade Away - Only $10. Email if Interested.
Belkin Laptop Backpack - only $15. Please email if interested.,35.6819,"Fletcher, NC",-82.01799999999999,15.0,Belkin Laptop Backpack,https://asheville.craigslist.org/sys/d/belkin-laptop-backpack/6494796452.html,Belkin Laptop Backpack. $15.0. Belkin Laptop Backpack - only $15. Please email if interested.
